filename,title,date,google_drive_link,folder,file_type,page_count,module,document_type,people_mentioned,tags,has_exemption,has_exclusion,password_protected,processed
19736_S105_M4_sellers-rs-2020.pdf,2020 Sellers Report,2020,https://drive.google.com/file/d/1MetJC5YaeX-f4ubZHOTenAY1hd8vEyzB/view?usp=drivesdk,eua-051925,PDF,20,M4,report,,"M4, Operations, Metrics, Revenue, Strategy, 2020, Performance, Sales, Business, Forecasting, Analysis, Sellers, Market, Trends",False,False,False,True
19736_S105_M4_slansky-je-2000.pdf,Enhanced Antigen-Specific Antitumor Immunity with Altered Peptide Ligands,2000-10,https://drive.google.com/file/d/1eJl1j-daXdpoF0S650q8PRNsrOXIezhf/view?usp=drivesdk,eua-051925,PDF,10,M4,research paper,"Jill E. Slansky, Frédérique M. Rattis, Lisa F. Boyd, Tarek Fahmy, Elizabeth M. Jaffee, Jonathan P. Schneck, David H. Margulies, Drew M. Pardoll","M4, Cancer Vaccines, Molecular Biology, Tumor Immunology, Oncology, Immune System, Antigen Presentation, Mhc-peptide-tcr Complex, T Cell Responses, Tumor Antigens, Antigen Recognition, Vaccine Development, Immunology, Cell Biology",False,False,False,True
19736_S105_M4_usfda-2020.pdf,FDA Submission for COVID-19 Vaccine,2020-09-09,https://drive.google.com/file/d/15gN03UtJwkfi53GV4CGQBHXjw7P-TnAw/view?usp=drivesdk,eua-051925,PDF,24,M4,submission,,"CBER, FDA, Pharmaceutical, Medical Product, Pandemic Response, M4, Vaccine, Submission, Public Health, COVID-19, Regulatory, Clinical Trial, Safety Data, Efficacy Data",False,False,False,True
19736_S105_M4_vogel-ab-2018.pdf,Self-Amplifying RNA Vaccines Give Equivalent Protection against Influenza to mRNA Vaccines but at Much Lower Doses,2018,https://drive.google.com/file/d/1OHiNkH9jRUOvsTu70Ne0dSP6kB1LXKLM/view?usp=drivesdk,eua-051925,PDF,10,M4,research article,"Annette B. Vogel, Laura Lambert, Ekaterina Kinnear, David Busse, Stephanie Erbar, Kerstin C. Reuter, Lena Wicke, Mario Perkovic, Tim Beissert, Heinrich Haas, Stephen T. Reece, Ugur Sahin, John S. Tregoning","M4, Vaccine Efficacy, RNA Vaccines, mRNA, Pandemic Preparedness, Vaccine Dosage, Vaccine Development, Immunology, Influenza, Pharmaceutical Research, Vaccine Platforms, Virology, BioNTech, Self-amplifying RNA",False,False,False,True
19736_S105_M4_wrapp-d-2020.pdf,Cryo-EM structure of the 2019-nCoV spike in the prefusion conformation,2020,https://drive.google.com/file/d/1Xn2HcxKl4Ys_xEVjYw0aMzcEGECJKIQt/view?usp=drivesdk,eua-051925,PDF,4,M4,research paper,"Daniel Wrapp, Nianshuang Wang, Kizzmekia S. Corbett, Jory A. Goldsmith, Ching-Lin Hsieh, Olubukola Abiona, Barney S. Graham, Jason S. McLellan","M4, 2019-ncov, ACE2, Cryo-em, Vaccine, Exclusion, Therapeutic, Public Health, Coronavirus, Antibody, COVID-19, Diagnostic, Outbreak, Prefusion Conformation, Betacoronavirus, Spike Protein, Pandemic",False,True,False,True
19736_S105_M4_who-2014.pdf,WHO Technical Report Series 987,2014,https://drive.google.com/file/d/1bvbCmK3nBgwKLc6L3zS_zuamVeEteh_I/view?usp=drivesdk,eua-051925,PDF,44,M4,report,,"Technical Recommendations, M4, Biological Standardization, Medical Research, Global Health, WHO, Pharmaceutical Quality, Regulatory Guidelines, Public Health, Regulatory Compliance, Expert Committee, Vaccine Development, Scientific Consensus, International Standards",False,False,False,True
19736_S105_M4_who-2005.pdf,WHO guidelines on nonclinical evaluation of vaccines,2005,https://drive.google.com/file/d/1Sm2lZ8uPXsIWVQURLmHAWkacyHF3Xmup/view?usp=drivesdk,eua-051925,PDF,33,M4,guidelines,,"M4, Biotechnology, WHO, Regulatory Expectations, Alternative Administration, Nonclinical Testing, Toxicity Assessment, Regulatory Guidance, Delivery Devices, Infectious Disease Prevention, Vaccine Development, Adjuvants, Immunogenicity, Vaccine Formulation",False,False,False,True
19736_S105_M4_xie-x-2020.pdf,An Infectious cDNA Clone of SARS-CoV-2,2020,https://drive.google.com/file/d/1wD9WjFKEqcqjGIzDc9t3Y-uohWH9x3lz/view?usp=drivesdk,eua-051925,PDF,12,M4,resource,"Xuping Xie, Antonio Muruato, Kumari G. Lokugamage, Krishna Narayanan, Xianwen Zhang, Jing Zou, Jianying Liu, Craig Schindewolf, Nathen E. Bopp, Patricia V. Aguilar, Kenneth S. Plante, Scott C. Weaver, Shinji Makino, James W. LeDuc, Vineet D. Menachery, Pei-Yong Shi","M4, SARS-COV-2, Infectious Cdna Clone, Mneongreen Reporter, Molecular Biology, Biotechnology, Coronavirus, COVID-19, Antiviral Screening, Reverse Genetic System, Infectious Disease, Recombinant Virus, Virology, Pandemic",False,False,False,True
19736_S105_M4_wu-y-2020.pdf,19736 S105 M4 wu-y-2020,undated,https://drive.google.com/file/d/12DiQXyjdPTKj-0pp22C4pKU-z5V81XxO/view?usp=drivesdk,eua-051925,PDF,5,M4,document,,"Review-needed, Clinical, M4, Vaccine, Study, 2020, COVID-19",False,False,False,True
19736_S105_M4_yuan-m-2020.pdf,A highly conserved cryptic epitope in the receptor binding domains of SARS-CoV-2 and SARS-CoV,2020,https://drive.google.com/file/d/1HQltNetOvsCIwuascOEJUF9EkkreHcBu/view?usp=drivesdk,eua-051925,PDF,4,M4,research paper,"Meng Yuan, Nicholas C. Wu, Xueyong Zhu, Chang-Chun D. Lee, Ray T. Y. So, Huibin Lv, Chris K. P. Mok, Ian A. Wilson","Antigenicity, SARS-COV, M4, SARS-COV-2, Receptor Binding Domain, Membrane Fusion, Crystal Structure, Coronavirus, COVID-19, Neutralizing Antibody, Molecular Insights, Virus Entry, Spike Protein, Pandemic",False,False,False,True
19736_S105_M4_yong-cy-2019.pdf,Clinical Study Report for Yong-CY-2019,2019,https://drive.google.com/file/d/1VOoWqYS7hBkuFTTliySRQi3htSPB2_73/view?usp=drivesdk,eua-051925,PDF,18,M4,report,Yong,"Pharmaceutical, M4, Medical Research, Yong-cy-2019, FDA Submission, Drug Development, Regulatory Compliance, Clinical Study, Patient Outcomes, Clinical Trial, Efficacy Analysis, Product Development, Safety Data, Investigational Drug",False,False,False,True
19736_S105_M4_zakhartchouk-an-2007.pdf,19736 S105 M4 zakhartchouk-an-2007,undated,https://drive.google.com/file/d/1MTPb7DYctOuqBaBfrSOZFi7TUeo3HKF2/view?usp=drivesdk,eua-051925,PDF,8,M4,document,,"FDA, Review-needed, M4, Vaccine, COVID-19, Research",False,False,False,True
19736_S105_M4_zhou-m-2020.pdf,Coronavirus disease 2019 (COVID-19): a clinical update,2020,https://drive.google.com/file/d/1qxqaFsya7Fyyi1YLUNMqaYrK9GC8a05e/view?usp=drivesdk,eua-051925,PDF,10,M4,report,"Min Zhou, Xinxin Zhang, Jieming Qu","M4, Radiology, Global Health, Medical Research, Public Health, Pathology, Coronavirus, Treatment, Clinical Characteristics, COVID-19, Shanghai Jiao Tong University, Infectious Disease, Epidemiology, Respiratory Illness",False,False,False,True
19736_S105_M4_zou-l-2020.pdf,Correspondence on Vitamin E Acetate and EVALI,2020-03-19,https://drive.google.com/file/d/118r1gSHEIrLqx04rgPGQfcTmUrvJYHks/view?usp=drivesdk,eua-051925,PDF,3,M4,correspondence,"Tariq A. Bhat, Maciej L. Goniewicz, Yasmin M. Thanavala, Blount","Vitamin E Acetate, M4, Lung Injury, E-cigarettes, Case-associated Products, Aerosols, EVALI, Lipophilic Solvents, Nicotine, Bal Fluid, Roswell Park Comprehensive Cancer Center, THC, National Institutes Of Health, Vaping",False,False,False,True
27034_S10_M1_covid19-vax.pdf,PFIZER-BIONTECH COVID-19 VACCINE FACT SHEET FOR HEALTHCARE PROVIDERS,2021,https://drive.google.com/file/d/1GGEGMkiKFL0_kQJhMCLYnfJzQ1QCgne_/view?usp=drivesdk,eua-051925,PDF,36,M1,fact sheet,,"Emergency Use Authorization, Healthcare Providers, M1, Vaccine, Public Health, Coronavirus, Clinical Trials, COVID-19, Medical Information, Vaccination, BioNTech, Pfizer, Immunization, Pandemic",False,False,False,True
27034_S15_M1_vrbpac-presentation.pdf,BNT162b2 Vaccine Candidate Against COVID-19,2020-12-10,https://drive.google.com/file/d/1-b2Ss4lb42MWaOFTrGUZ11UdY2a84i0x/view?usp=drivesdk,eua-051925,PDF,61,M1,presentation,"Kathrin Jansen, William Gruber","FDA Advisory Committee, SARS-COV-2, Pandemic Response, Benefit-risk Analysis, M1, Safety, Public Health, Clinical Trials, COVID-19, Non-clinical Data, Vaccine Storage, Vaccine Development, Pfizer, Efficacy",False,False,False,True
27034_S17_M1_fact-sheet-recipients-lab-1451-0-5.pdf,Fact Sheet for Recipients and Caregivers - Pfizer-BioNTech COVID-19 Vaccine,2020-12,https://drive.google.com/file/d/1nQTAinJH5uhftr_iVUghIuvyJWwodT_e/view?usp=drivesdk,eua-051925,PDF,6,M1,fact sheet,,"Emergency Use Authorization, SARS-COV-2, Symptoms, M1, Vaccine, Individuals 16 And Older, Coronavirus, Pandemic, COVID-19, Respiratory Illness, Recipients, EUA, Pfizer-biontech, Caregivers",False,False,False,True
27034_S1_M1_fact-sheet-healthcare-lab-1450-0-4.pdf,Fact Sheet for Vaccination Providers - Pfizer-BioNTech COVID-19 Vaccine,2020-12,https://drive.google.com/file/d/1enomch7U0EV8gkmaoiqT_1PUnJW68ZXr/view?usp=drivesdk,eua-051925,PDF,10,M1,fact sheet,,"Emergency Use Authorization, Reporting Requirements, SARS-COV-2, Healthcare Providers, Pandemic Response, M1, Public Health, Clinical Trials, COVID-19, Vaccination, Adverse Events, Vaccine Administration, Pfizer-biontech, Immunization",False,False,False,True
27034_S17_M1_hcp-fact-1450-0-5-pi-lab-1457-0-5-clean.pdf,Fact Sheet for Healthcare Providers Administering Vaccine,2020-12,https://drive.google.com/file/d/1-1KXeHNk1d9QCXj0-gMW22-767eMQ7Wk/view?usp=drivesdk,eua-051925,PDF,30,M1,fact sheet,,"Emergency Use Authorization, Healthcare Providers, M1, Vaccine, Public Health, Medical Guidance, Coronavirus, Clinical Trials, COVID-19, Regulatory, Vaccination, Pfizer-biontech, Immunization, Pandemic",False,False,False,True
27034_S1_M1_fact-sheet-recipients-lab-1451-0-4.pdf,Fact Sheet for Recipients and Caregivers - Pfizer-BioNTech COVID-19 Vaccine,2021-01-01,https://drive.google.com/file/d/1Mt8eivBs7WAKiObaQDo3ReAPLqO2QQ6d/view?usp=drivesdk,eua-051925,PDF,6,M1,fact sheet,,"Emergency Use Authorization, FDA, SARS-COV-2, Symptoms, M1, Vaccine, Coronavirus, COVID-19, Respiratory Illness, Vaccination, Recipients, Pfizer-biontech, Caregivers, Pandemic",False,False,False,True
27034_S1_M5_5351_bnt162-01_10010.pdf,BioNTech BNT162-01 Clinical Trial,2020-08-26,https://drive.google.com/file/d/1viz_QGyVUX7qyJf6RGPdCrnJQq_GTcuO/view?usp=drivesdk,eua-051925,PDF,75,M5,form,,"Crs Mannheim, Pharmaceutical, Alcohol Breath Test, Medical Research, SARS-COV-2 Antibodies, Part A, Clinical Trial, ECG, Safety Lab, COVID-19, M5, BioNTech, Subject 276-01-0010, Bnt162-01",False,False,False,True
27034_S1_M1_pi-lab-1457-0-3.pdf,PFIZER-BIONTECH COVID-19 VACCINE FULL PRESCRIBING INFORMATION,2021,https://drive.google.com/file/d/1S4LS9RyH1yZcm5DNgDTzPk8Kak2FVVQy/view?usp=drivesdk,eua-051925,PDF,22,M1,prescribing information,,"Emergency Use Authorization, Pharmaceutical, M1, Vaccine, Safety And Precautions, Clinical Trial Results, Patient Counseling, Public Health, Regulatory Compliance, COVID-19, Medical Information, Adverse Events, Storage And Handling, Dosage And Administration",False,False,False,True
27034_S1_M5_5351_bnt162-01_10075.pdf,BioNTech BNT162-01 Clinical Trial,2020-09-23,https://drive.google.com/file/d/1e5ZeA_ySAJJNrJpXx1VjgCaKmMtutfVT/view?usp=drivesdk,eua-051925,PDF,94,M5,form,,"Crs Mannheim, FDA, CBER, Subject 276-01-0075, Vaccine, Clinical Trial, Part A, 2020, COVID-19, Safety Lab, Alcohol Test, M5, BioNTech, ECG, Bnt162-01",False,False,False,True
27034_S1_M5_5351_bnt162-01_20116.pdf,BioNTech BNT162-01 (CRS 049/20) Clinical Trial,2020-09-23,https://drive.google.com/file/d/1aC58H9dYWfzYFquUX_v3K8jUPF7HxkMS/view?usp=drivesdk,eua-051925,PDF,81,M5,form,,"Pharmaceutical, Medical Research, Crs Berlin, Part A, Clinical Trial, Crs 049/20, COVID-19, Safety Lab, Alcohol Test, M5, Vaccine Development, BioNTech, Subject Data, ECG, Bnt162-01",False,False,False,True
27034_S1_M5_azar-kmj-2020.pdf,Disparities In Outcomes Among COVID-19 Patients In A Large Health Care System In California,2020,https://drive.google.com/file/d/1-QsViyBwe_8HdlrVGbeq9RhICaUnOf3L/view?usp=drivesdk,eua-051925,PDF,10,M5,report,"Kristen M. J. Azar, Zijun Shen, Robert J. Romanelli, Stephen H. Lockhart, Kelly Smits, Sarah Robinson, Stephanie Brown, Alice R. Pressman","Electronic Health Records, Health Disparities, Access To Care, Public Health, Hospitalization Risk, Pandemic, Healthcare System, COVID-19, M5, Comorbidities, California, Racial Disparities, Socioeconomic Disparities, Sutter Health",False,False,False,True
