file_name,field_name,position,table_short_name,category,record_count
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,AEDECOD,20,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,AEPTCD,21,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,AEHLT,22,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,AEHLTCD,23,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,AEHLGT,24,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,AEHLGTCD,25,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,AECAT,26,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,AEBODSYS,27,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,AEBDSYCD,28,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,AESOC,29,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,AESOCCD,30,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,AESEV,31,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,AETOXGR,32,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,ASEV,33,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,ASEVN,34,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,AESER,35,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,AESERN,36,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,AEACN,37,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,AACN,38,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,AACNN,39,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,AEREL,40,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,AREL,41,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,ARELN,42,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,AEOUT,43,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,AOUT,44,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,AOUTN,45,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,AESCONG,46,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,AESDISAB,47,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,AESDTH,48,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,AESHOSP,49,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,AESLIFE,50,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,AESMIE,51,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,AECONTRT,52,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,AETRTEM,53,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,AEDLT,54,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,AEEPRELI,55,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,AEEMREL,56,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,AEEMS,57,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,AEEMSREL,58,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,AEEMSER,59,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,AEEMSERR,60,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,PTDIAFL,61,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,AESTDTC,62,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,ASTDT,63,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,ASTTM,64,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,ASTDTM,65,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,AEENDTC,66,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,AENDT,67,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,AENTM,68,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,AENDTM,69,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,AESTDY,70,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,ASTDY,71,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,AEENDY,72,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,AENDY,73,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,ADURN,74,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,ADURU,75,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,LSTDD,76,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,AEENRTPT,77,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,AEENTPT,78,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,TRTEMFL,79,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,TMINT1FL,80,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,TMINT2FL,81,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,TMINT3FL,82,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,TMINT4FL,83,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,TMINT5FL,84,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,EPOCH,85,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,AGE,86,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,AGEU,87,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,SEX,88,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,SEXN,89,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,RACE,90,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,RACEN,91,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,SCRFL,92,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,SCRFN,93,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,SAFFL,94,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,SAFFN,95,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,SAFBFL,96,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,SAFBFN,97,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,IMMFL,98,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,IMMFN,99,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,PPROTFL,100,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,PPROTFN,101,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,CP7FL,102,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,CP7FN,103,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,CPBP28FL,104,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,CPBP28FN,105,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,CB7FL,106,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,CB7FN,107,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,CB28FL,108,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,CB28FN,109,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,CPB28FL,110,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,CPB28FN,111,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,COMPLFL,112,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,COMPLFN,113,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,TRTSDT,114,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,TRTSTM,115,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,TRTSDTM,116,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,TRTEDT,117,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,TRTETM,118,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,TRTEDTM,119,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,PRIMDT,120,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,PRIMTM,121,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,PRIMDTM,122,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,BOIMDT,123,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,BOIMTM,124,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,BOIMDTM,125,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,ALLOCDT,126,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,ALLOCTM,127,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203436-1203447_27034_S1_M5_bnt162-01-A-adae.csv,ALLOCDTM,128,bnt162-01-A-adae,phase1,501
FDA-CBER-2021-5683-1203448-1203540_27034_S1_M5_bnt162-01-A-adcevd.csv,STUDYID,1,bnt162-01-A-adcevd,phase1,3734
FDA-CBER-2021-5683-1203448-1203540_27034_S1_M5_bnt162-01-A-adcevd.csv,USUBJID,2,bnt162-01-A-adcevd,phase1,3734
FDA-CBER-2021-5683-1203448-1203540_27034_S1_M5_bnt162-01-A-adcevd.csv,SUBJID,3,bnt162-01-A-adcevd,phase1,3734
FDA-CBER-2021-5683-1203448-1203540_27034_S1_M5_bnt162-01-A-adcevd.csv,SUBJIDN,4,bnt162-01-A-adcevd,phase1,3734
FDA-CBER-2021-5683-1203448-1203540_27034_S1_M5_bnt162-01-A-adcevd.csv,COHORT,5,bnt162-01-A-adcevd,phase1,3734
FDA-CBER-2021-5683-1203448-1203540_27034_S1_M5_bnt162-01-A-adcevd.csv,COHORTN,6,bnt162-01-A-adcevd,phase1,3734
FDA-CBER-2021-5683-1203448-1203540_27034_S1_M5_bnt162-01-A-adcevd.csv,GROUP,7,bnt162-01-A-adcevd,phase1,3734
FDA-CBER-2021-5683-1203448-1203540_27034_S1_M5_bnt162-01-A-adcevd.csv,GROUPN,8,bnt162-01-A-adcevd,phase1,3734
FDA-CBER-2021-5683-1203448-1203540_27034_S1_M5_bnt162-01-A-adcevd.csv,TRTP,9,bnt162-01-A-adcevd,phase1,3734
FDA-CBER-2021-5683-1203448-1203540_27034_S1_M5_bnt162-01-A-adcevd.csv,TRTPN,10,bnt162-01-A-adcevd,phase1,3734
FDA-CBER-2021-5683-1203448-1203540_27034_S1_M5_bnt162-01-A-adcevd.csv,TRTA,11,bnt162-01-A-adcevd,phase1,3734
FDA-CBER-2021-5683-1203448-1203540_27034_S1_M5_bnt162-01-A-adcevd.csv,TRTAN,12,bnt162-01-A-adcevd,phase1,3734
FDA-CBER-2021-5683-1203448-1203540_27034_S1_M5_bnt162-01-A-adcevd.csv,CESEQ,13,bnt162-01-A-adcevd,phase1,3734
FDA-CBER-2021-5683-1203448-1203540_27034_S1_M5_bnt162-01-A-adcevd.csv,CEGRPID,14,bnt162-01-A-adcevd,phase1,3734
FDA-CBER-2021-5683-1203448-1203540_27034_S1_M5_bnt162-01-A-adcevd.csv,CETERM,15,bnt162-01-A-adcevd,phase1,3734
FDA-CBER-2021-5683-1203448-1203540_27034_S1_M5_bnt162-01-A-adcevd.csv,CEDECOD,16,bnt162-01-A-adcevd,phase1,3734
FDA-CBER-2021-5683-1203448-1203540_27034_S1_M5_bnt162-01-A-adcevd.csv,CEBODSYS,17,bnt162-01-A-adcevd,phase1,3734
FDA-CBER-2021-5683-1203448-1203540_27034_S1_M5_bnt162-01-A-adcevd.csv,CEBDSYCD,18,bnt162-01-A-adcevd,phase1,3734
FDA-CBER-2021-5683-1203448-1203540_27034_S1_M5_bnt162-01-A-adcevd.csv,CELLT,19,bnt162-01-A-adcevd,phase1,3734
FDA-CBER-2021-5683-1203448-1203540_27034_S1_M5_bnt162-01-A-adcevd.csv,CELLTCD,20,bnt162-01-A-adcevd,phase1,3734
FDA-CBER-2021-5683-1203448-1203540_27034_S1_M5_bnt162-01-A-adcevd.csv,CEPTCD,21,bnt162-01-A-adcevd,phase1,3734
FDA-CBER-2021-5683-1203448-1203540_27034_S1_M5_bnt162-01-A-adcevd.csv,CECAT,22,bnt162-01-A-adcevd,phase1,3734
FDA-CBER-2021-5683-1203448-1203540_27034_S1_M5_bnt162-01-A-adcevd.csv,CESCAT,23,bnt162-01-A-adcevd,phase1,3734
FDA-CBER-2021-5683-1203448-1203540_27034_S1_M5_bnt162-01-A-adcevd.csv,ACAT1,24,bnt162-01-A-adcevd,phase1,3734
FDA-CBER-2021-5683-1203448-1203540_27034_S1_M5_bnt162-01-A-adcevd.csv,CESTDTC,25,bnt162-01-A-adcevd,phase1,3734
FDA-CBER-2021-5683-1203448-1203540_27034_S1_M5_bnt162-01-A-adcevd.csv,ASTDT,26,bnt162-01-A-adcevd,phase1,3734
FDA-CBER-2021-5683-1203448-1203540_27034_S1_M5_bnt162-01-A-adcevd.csv,CEENDTC,27,bnt162-01-A-adcevd,phase1,3734
FDA-CBER-2021-5683-1203448-1203540_27034_S1_M5_bnt162-01-A-adcevd.csv,AENDT,28,bnt162-01-A-adcevd,phase1,3734
FDA-CBER-2021-5683-1203448-1203540_27034_S1_M5_bnt162-01-A-adcevd.csv,ASTDY,29,bnt162-01-A-adcevd,phase1,3734
FDA-CBER-2021-5683-1203448-1203540_27034_S1_M5_bnt162-01-A-adcevd.csv,CESTDY,30,bnt162-01-A-adcevd,phase1,3734
FDA-CBER-2021-5683-1203448-1203540_27034_S1_M5_bnt162-01-A-adcevd.csv,AENDY,31,bnt162-01-A-adcevd,phase1,3734
FDA-CBER-2021-5683-1203448-1203540_27034_S1_M5_bnt162-01-A-adcevd.csv,CEENDY,32,bnt162-01-A-adcevd,phase1,3734
FDA-CBER-2021-5683-1203448-1203540_27034_S1_M5_bnt162-01-A-adcevd.csv,ADURN,33,bnt162-01-A-adcevd,phase1,3734
FDA-CBER-2021-5683-1203448-1203540_27034_S1_M5_bnt162-01-A-adcevd.csv,ADURU,34,bnt162-01-A-adcevd,phase1,3734
FDA-CBER-2021-5683-1203448-1203540_27034_S1_M5_bnt162-01-A-adcevd.csv,CEDUR,35,bnt162-01-A-adcevd,phase1,3734
FDA-CBER-2021-5683-1203448-1203540_27034_S1_M5_bnt162-01-A-adcevd.csv,CEENRTPT,36,bnt162-01-A-adcevd,phase1,3734
FDA-CBER-2021-5683-1203448-1203540_27034_S1_M5_bnt162-01-A-adcevd.csv,CEENTPT,37,bnt162-01-A-adcevd,phase1,3734
FDA-CBER-2021-5683-1203448-1203540_27034_S1_M5_bnt162-01-A-adcevd.csv,ATPT,38,bnt162-01-A-adcevd,phase1,3734
FDA-CBER-2021-5683-1203448-1203540_27034_S1_M5_bnt162-01-A-adcevd.csv,ATPTN,39,bnt162-01-A-adcevd,phase1,3734
FDA-CBER-2021-5683-1203448-1203540_27034_S1_M5_bnt162-01-A-adcevd.csv,CETPT,40,bnt162-01-A-adcevd,phase1,3734
FDA-CBER-2021-5683-1203448-1203540_27034_S1_M5_bnt162-01-A-adcevd.csv,ATPTREF,41,bnt162-01-A-adcevd,phase1,3734
FDA-CBER-2021-5683-1203448-1203540_27034_S1_M5_bnt162-01-A-adcevd.csv,CETPTREF,42,bnt162-01-A-adcevd,phase1,3734
FDA-CBER-2021-5683-1203448-1203540_27034_S1_M5_bnt162-01-A-adcevd.csv,CEOCCUR,43,bnt162-01-A-adcevd,phase1,3734
FDA-CBER-2021-5683-1203448-1203540_27034_S1_M5_bnt162-01-A-adcevd.csv,CEPRESP,44,bnt162-01-A-adcevd,phase1,3734
FDA-CBER-2021-5683-1203448-1203540_27034_S1_M5_bnt162-01-A-adcevd.csv,AOCCLRFL,45,bnt162-01-A-adcevd,phase1,3734
FDA-CBER-2021-5683-1203448-1203540_27034_S1_M5_bnt162-01-A-adcevd.csv,AOCCL3FL,46,bnt162-01-A-adcevd,phase1,3734
FDA-CBER-2021-5683-1203448-1203540_27034_S1_M5_bnt162-01-A-adcevd.csv,AOCCLPFL,47,bnt162-01-A-adcevd,phase1,3734
FDA-CBER-2021-5683-1203448-1203540_27034_S1_M5_bnt162-01-A-adcevd.csv,AOCCXPFL,48,bnt162-01-A-adcevd,phase1,3734
FDA-CBER-2021-5683-1203448-1203540_27034_S1_M5_bnt162-01-A-adcevd.csv,AOCCLBFL,49,bnt162-01-A-adcevd,phase1,3734
FDA-CBER-2021-5683-1203448-1203540_27034_S1_M5_bnt162-01-A-adcevd.csv,AOCCXBFL,50,bnt162-01-A-adcevd,phase1,3734
FDA-CBER-2021-5683-1203448-1203540_27034_S1_M5_bnt162-01-A-adcevd.csv,AOCCSRFL,51,bnt162-01-A-adcevd,phase1,3734
FDA-CBER-2021-5683-1203448-1203540_27034_S1_M5_bnt162-01-A-adcevd.csv,AOCCS3FL,52,bnt162-01-A-adcevd,phase1,3734
FDA-CBER-2021-5683-1203448-1203540_27034_S1_M5_bnt162-01-A-adcevd.csv,AOCCSPFL,53,bnt162-01-A-adcevd,phase1,3734
FDA-CBER-2021-5683-1203448-1203540_27034_S1_M5_bnt162-01-A-adcevd.csv,AOCCYPFL,54,bnt162-01-A-adcevd,phase1,3734
FDA-CBER-2021-5683-1203448-1203540_27034_S1_M5_bnt162-01-A-adcevd.csv,AOCCSBFL,55,bnt162-01-A-adcevd,phase1,3734
FDA-CBER-2021-5683-1203448-1203540_27034_S1_M5_bnt162-01-A-adcevd.csv,AOCCYBFL,56,bnt162-01-A-adcevd,phase1,3734
FDA-CBER-2021-5683-1203448-1203540_27034_S1_M5_bnt162-01-A-adcevd.csv,ASEV,57,bnt162-01-A-adcevd,phase1,3734
FDA-CBER-2021-5683-1203448-1203540_27034_S1_M5_bnt162-01-A-adcevd.csv,ASEVN,58,bnt162-01-A-adcevd,phase1,3734
FDA-CBER-2021-5683-1203448-1203540_27034_S1_M5_bnt162-01-A-adcevd.csv,CESEV,59,bnt162-01-A-adcevd,phase1,3734
FDA-CBER-2021-5683-1203448-1203540_27034_S1_M5_bnt162-01-A-adcevd.csv,SEVGR1,60,bnt162-01-A-adcevd,phase1,3734
